dt_code,dtname,stname,st_code,year,Zone,,,
389,Gajapati,ODISHA,21,2011_c,Green Zone,,,
388,Ganjam,ODISHA,21,2011_c,Green Zone,,,
380,Jagatsinghapur,ODISHA,21,2011_c,Green Zone,,,
382,Jajapur,ODISHA,21,2011_c,Red Zone,,,
371,Jharsuguda,ODISHA,21,2011_c,Green Zone,,,
395,Kalahandi,ODISHA,21,2011_c,Orange Zone,,,
390,Kandhamal,ODISHA,21,2011_c,Green Zone,,,
379,Kendrapara,ODISHA,21,2011_c,Orange Zone,,,
375,Kendujhar,ODISHA,21,2011_c,Green Zone,,,
386,Khordha,ODISHA,21,2011_c,Orange Zone,,,
398,Koraput,ODISHA,21,2011_c,Orange Zone,,,
399,Malkangiri,ODISHA,21,2011_c,Green Zone,,,
376,Mayurbhanj,ODISHA,21,2011_c,Green Zone,,,
397,Nabarangapur,ODISHA,21,2011_c,Green Zone,,,
385,Nayagarh,ODISHA,21,2011_c,Green Zone,,,
394,Nuapada,ODISHA,21,2011_c,Green Zone,,,
387,Puri,ODISHA,21,2011_c,Green Zone,,,
396,Rayagada,ODISHA,21,2011_c,Green Zone,,,
372,Sambalpur,ODISHA,21,2011_c,Green Zone,,,
392,Subarnapur,ODISHA,21,2011_c,Green Zone,,,
374,Sundargarh,ODISHA,21,2011_c,Orange Zone,,,
637,Karaikal,PUDUCHERRY,34,2011_c,Green Zone,,,
636,Mahe,PUDUCHERRY,34,2011_c,Green Zone,,,
635,Puducherry,PUDUCHERRY,34,2011_c,Orange Zone,,,
634,Yanam,PUDUCHERRY,34,2011_c,Green Zone,,,
49,Amritsar,PUNJAB,3,2011_c,Orange Zone,,,
54,Barnala,PUNJAB,3,2011_c,Orange Zone,,,
46,Bathinda,PUNJAB,3,2011_c,Green Zone,,,
45,Faridkot,PUNJAB,3,2011_c,Orange Zone,,,
40,Fatehgarh Sahib,PUNJAB,3,2011_c,Green Zone,,,
701,Fazilka,PUNJAB,3,update2014,Green Zone,,,
43,Firozpur,PUNJAB,3,2011_c,Orange Zone,,,
35,Gurdaspur,PUNJAB,3,2011_c,Orange Zone,,,
38,Hoshiarpur,PUNJAB,3,2011_c,Orange Zone,,,
37,Jalandhar,PUNJAB,3,2011_c,Red Zone,,,
36,Kapurthala,PUNJAB,3,2011_c,Orange Zone,,,
41,Ludhiana,PUNJAB,3,2011_c,Red Zone,,,
47,Mansa,PUNJAB,3,2011_c,Orange Zone,,,
42,Moga,PUNJAB,3,2011_c,Orange Zone,,,
773,Pathankot,PUNJAB,3,2011_c,Oranee Zone,,,
48,Patiala,PUNJAB,3,2011_c,Red Zone,,,
51,Rupnagar,PUNJAB,3,2011_c,Green Zone,,,
52,S.A.S. Nagar,PUNJAB,3,2011_c,Orange Zone,,,
53,Sangrur,PUNJAB,3,2011_c,Orange Zone,,,
39,Shahid Bhagat Singh Nagar,PUNJAB,3,2011_c,Orange Zone,,,
44,Sri Muktsar Sahib,PUNJAB,3,2011_c,Orange Zone,,,
50,Tarn Taran,PUNJAB,3,2011_c,Orange Zone,,,
119,Ajmer,RAJASTHAN,8,2011_c,Red Zone,,,
104,Alwar,RAJASTHAN,8,2011_c,Orange Zone,,,
125,Banswara,RAJASTHAN,8,2011_c,Red Zone,,,
128,Baran,RAJASTHAN,8,2011_c,Green Zone,,,
115,Barmer,RAJASTHAN,8,2011_c,Orange Zone,,,
105,Bharatpur,RAJASTHAN,8,2011_c,Red Zone,,,
122,Bhilwara,RAJASTHAN,8,2011_c,Orange Zone,,,
101,Bikaner,RAJASTHAN,8,2011_c,Orange Zone,,,
121,Bundi,RAJASTHAN,8,2011_c,Green Zone,,,
126,Chittaurgarh,RAJASTHAN,8,2011_c,Orange Zone,,,
102,Churu,RAJASTHAN,8,2011_c,Orange Zone,,,
109,Dausa,RAJASTHAN,8,2011_c,Oranse Zone,,,
106,Dhaulpur,RAJASTHAN,8,2011_c,Orange Zone,,,
124,Dungarpur,RAJASTHAN,8,2011_c,Orange Zone,,,
99,Ganganagar,RAJASTHAN,8,2011_c,Green Zone,,,
100,Hanumangarh,RAJASTHAN,8,2011_c,Orange Zone,,,
110,Jaipur,RAJASTHAN,8,2011_c,Red Zone,,,
114,Jaisalmer,RAJASTHAN,8,2011_c,Orange Zone,,,
116,Jalor,RAJASTHAN,8,2011_c,Green Zone,,,
129,Jhalawar,RAJASTHAN,8,2011_c,Red Zone,,,
103,Jhunjhunu,RAJASTHAN,8,2011_c,Orange Zone,,,
113,Jodhpur,RAJASTHAN,8,2011_c,Red Zone,,,
107,Karauli,RAJASTHAN,8,2011_c,Oranse Zone,,,
127,Kota,RAJASTHAN,8,2011_c,Red Zone,,,
112,Nagaur,RAJASTHAN,8,2011_c,Red Zone,,,
118,Pali,RAJASTHAN,8,2011_c,Orange Zone,,,
131,Pratapgarh,RAJASTHAN,8,2011_c,Green Zone,,,
123,Rajsamand,RAJASTHAN,8,2011_c,Orange Zone,,,
108,Sawai Madhopur,RAJASTHAN,8,2011_c,Orange Zone,,,
111,Sikar,RAJASTHAN,8,2011_c,Orange Zone,,,
117,Sirohi,RAJASTHAN,8,2011_c,Green Zone,,,
120,Tonk,RAJASTHAN,8,2011_c,Orange Zone,,,
130,Udaipur,RAJASTHAN,8,2011_c,Oranse Zone,,,
244,East District,SIKKIM,11,2011_c,Green Zone,,,
241,North  District,SIKKIM,11,2011_c,Green Zone,,,
243,South District,SIKKIM,11,2011_c,Green Zone,,,
242,West District,SIKKIM,11,2011_c,Green Zone,,,
616,Ariyalur,TAMIL NADU,33,2011_c,Orange Zone,,,
603,Chennai,TAMIL NADU,33,2011_c,Red Zone,,,
632,Coimbatore,TAMIL NADU,33,2011_c,Oranqe Zone,,,
617,Cuddalore,TAMIL NADU,33,2011_c,Orange Zone,,,
630,Dharmapuri,TAMIL NADU,33,2011_c,Orange Zone,,,
612,Dindigul,TAMIL NADU,33,2011_c,Orange Zone,,,
610,Erode,TAMIL NADU,33,2011_c,Orange Zone,,,
604,Kancheepuram,TAMIL NADU,33,2011_c,Red Zone,,,
629,Kanniyakumari,TAMIL NADU,33,2011_c,Orange Zone,,,
613,Karur,TAMIL NADU,33,2011_c,Orange Zone,,,
631,Krishnagiri,TAMIL NADU,33,2011_c,Green Zone,,,
623,Madurai,TAMIL NADU,33,2011_c,Red Zone,,,
618,Nagapattinam,TAMIL NADU,33,2011_c,Orange Zone,,,
609,Namakkal,TAMIL NADU,33,2011_c,Red Zone,,,
615,Perambalur,TAMIL NADU,33,2011_c,Orange Zone,,,
621,Pudukkottai,TAMIL NADU,33,2011_c,Orange Zone,,,
626,Ramanathapuram,TAMIL NADU,33,2011_c,Orange Zone,,,
608,Salem,TAMIL NADU,33,2011_c,Orange Zone,,,
622,Sivaganga,TAMIL NADU,33,2011_c,Orange Zone,,,
620,Thanjavur,TAMIL NADU,33,2011_c,Red Zone,,,
611,The Nilgiris,TAMIL NADU,33,2011_c,Orange Zone,,,
624,Theni,TAMIL NADU,33,2011_c,Orange Zone,,,
602,Thiruvallur,TAMIL NADU,33,2011_c,Red Zone,,,
619,Thiruvarur,TAMIL NADU,33,2011_c,Red Zone,,,
627,Thoothukkudi,TAMIL NADU,33,2011_c,Orange Zone,,,
614,Tiruchirappalli,TAMIL NADU,33,2011_c,Orange Zone,,,
628,Tirunelveli,TAMIL NADU,33,2011_c,Orange Zone,,,
633,Tiruppur,TAMIL NADU,33,2011_c,Red Zone,,,
606,Tiruvannamalai,TAMIL NADU,33,2011_c,Orange Zone,,,
605,Vellore,TAMIL NADU,33,2011_c,Red Zone,,,
607,Viluppuram,TAMIL NADU,33,2011_c,Orange Zone,,,
625,Virudhunagar,TAMIL NADU,33,2011_c,Red Zone,,,
532,Adilabad,TELANGANA,36,2016_c,Orange Zone,,,
753,Bhadradri Kothagudem,TELANGANA,36,2016_c,Green Zone,,,
536,Hyderabad,TELANGANA,36,2016_c,Red Zone,,,
737,Jagitial,TELANGANA,36,2016_c,Orange Zone,,,
752,Jangoan,TELANGANA,36,2016_c,Orange Zone,,,
750,Jayashankar,TELANGANA,36,2016_c,Oranse Zone,,,
744,Jogulamba Gadwal,TELANGANA,36,2016_c,Orange Zone,,,
736,Kamareddy,TELANGANA,36,2016_c,Orange Zone,,,
534,Karimnagar,TELANGANA,36,2016_c,Orange Zone,,,
541,Khammam,TELANGANA,36,2016_c,Orange Zone,,,
733,Kumuram Bheem Asifabad,TELANGANA,36,2016_c,Orange Zone,,,
751,Mahabubabad,TELANGANA,36,2016_c,Green Zone,,,
538,Mahabubnagar,TELANGANA,36,2016_c,Orange Zone,,,
735,Mancherial,TELANGANA,36,2016_c,Orange Zone,,,
535,Medak,TELANGANA,36,2016_c,Orange Zone,,,
742,Medchal Malkajgiri,TELANGANA,36,2016_c,Red Zone,,,
780,Mulugu,TELANGANA,36,2019,Green Zone,,,
746,Nagarkurnool,TELANGANA,36,2016_c,Green Zone,,,
539,Nalgonda,TELANGANA,36,2016_c,Orange Zone,,,
781,Narayanpet,TELANGANA,36,2019,Orange Zone,,,
734,Nirmal,TELANGANA,36,2016_c,Orange Zone,,,
533,Nizamabad,TELANGANA,36,2016_c,Orange Zone,,,
738,Peddapalli,TELANGANA,36,2016_c,Green Zone,,,
739,Rajanna Sircilla,TELANGANA,36,2016_c,Orange Zone,,,
537,Ranga Reddy,TELANGANA,36,2016_c,Red Zone,,,
740,Sangareddy,TELANGANA,36,2016_c,Orange Zone,,,
741,Siddipet,TELANGANA,36,2016_c,Green Zone,,,
748,Suryapet,TELANGANA,36,2016_c,Red Zone,,,
743,Vikarabad,TELANGANA,36,2016_c,Red Zone,,,
745,Wanaparthy,TELANGANA,36,2016_c,Green Zone,,,
749,Warangal Rural,TELANGANA,36,2016_c,Green Zone,,,
540,Warangal Urban,TELANGANA,36,2016_c,Red Zone,,,
747,Yadadri Bhuvanagiri,TELANGANA,36,2016_c,Green Zone,,,
291,Dhalai,TRIPURA,16,2011_c,Green Zone,,,
709,Gomati,TRIPURA,16,update2014,Orange Zone,,,
708,Khowai,TRIPURA,16,update2014,Green Zone,,,
292,North Tripura,TRIPURA,16,2011_c,Orange Zone,,,
707,Sipahijala,TRIPURA,16,update2014,Green Zone,,,
290,South Tripura,TRIPURA,16,2011_c,Green Zone,,,
710,Unokoti,TRIPURA,16,update2014,Green Zone,,,
289,West Tripura,TRIPURA,16,2011_c,Green Zone,,,
146,Agra,UTTAR PRADESH,9,2011_c,Red Zone,,,
143,Aligarh,UTTAR PRADESH,9,2011_c,Red Zone,,,
178,Ambedkar Nagar,UTTAR PRADESH,9,2011_c,Green Zone,,,
706,Amethi,UTTAR PRADESH,9,update2014,Green Zone,,,
137,Amroha,UTTAR PRADESH,9,2011_c,Red Zone,,,
162,Auraiya,UTTAR PRADESH,9,2011_c,Orange Zone,,,
191,Azamgarh,UTTAR PRADESH,9,2011_c,Orange Zone,,,
139,Baghpat,UTTAR PRADESH,9,2011_c,Oranee Zone,,,
180,Bahraich,UTTAR PRADESH,9,2011_c,Oranee Zone,,,
193,Ballia,UTTAR PRADESH,9,2011_c,Orange Zone,,,
182,Balrampur,UTTAR PRADESH,9,2011_c,Green Zone,,,
170,Banda,UTTAR PRADESH,9,2011_c,Oranee Zone,,,
176,Bara Banki,UTTAR PRADESH,9,2011_c,Oranse Zone,,,
150,Bareilly,UTTAR PRADESH,9,2011_c,Green Zone,,,
185,Basti,UTTAR PRADESH,9,2011_c,Red Zone,,,
198,Bhadohi,UTTAR PRADESH,9,2011_c,Orange Zone,,,
134,Bijnor,UTTAR PRADESH,9,2011_c,Orange Zone,,,
149,Budaun,UTTAR PRADESH,9,2011_c,Red Zone,,,
142,Bulandshahr,UTTAR PRADESH,9,2011_c,Orange Zone,,,
196,Chandauli,UTTAR PRADESH,9,2011_c,Red Zone,,,
171,Chitrakoot,UTTAR PRADESH,9,2011_c,Green Zone,,,
190,Deoria,UTTAR PRADESH,9,2011_c,Green Zone,,,
201,Etah,UTTAR PRADESH,9,2011_c,Green Zone,,,
161,Etawah,UTTAR PRADESH,9,2011_c,Orange Zone,,,
177,Faizabad,UTTAR PRADESH,9,2011_c,Orange Zone,,,
159,Farrukhabad,UTTAR PRADESH,9,2011_c,Green Zone,,,
172,Fatehpur,UTTAR PRADESH,9,2011_c,Green Zone,,,
147,Firozabad,UTTAR PRADESH,9,2011_c,Red Zone,,,
141,Gautam Buddha Nagar,UTTAR PRADESH,9,2011_c,Red Zone,,,
140,Ghaziabad,UTTAR PRADESH,9,2011_c,Orange Zone,,,
195,Ghazipur,UTTAR PRADESH,9,2011_c,Orange Zone,,,
183,Gonda,UTTAR PRADESH,9,2011_c,Orange Zone,,,
188,Gorakhpur,UTTAR PRADESH,9,2011_c,Orange Zone,,,
168,Hamirpur,UTTAR PRADESH,9,2011_c,Orange Zone,,,
705,Hapur,UTTAR PRADESH,9,update2014,Green Zone,,,
155,Hardoi,UTTAR PRADESH,9,2011_c,Orange Zone,,,
144,Hathras,UTTAR PRADESH,9,2011_c,Green Zone,,,
165,Jalaun,UTTAR PRADESH,9,2011_c,Orange Zone,,,
194,Jaunpur,UTTAR PRADESH,9,2011_c,Orange Zone,,,
166,Jhansi,UTTAR PRADESH,9,2011_c,Orange Zone,,,
160,Kannauj,UTTAR PRADESH,9,2011_c,Orange Zone,,,
163,Kanpur Dehat,UTTAR PRADESH,9,2011_c,Green Zone,,,
164,Kanpur Nagar,UTTAR PRADESH,9,2011_c,Red Zone,,,
202,Kasganj,UTTAR PRADESH,9,2011_c,Orange Zone,,,
174,Kaushambi,UTTAR PRADESH,9,2011_c,Orange Zone,,,
153,Kheri,UTTAR PRADESH,9,2011_c,Green Zone,,,
189,Kushinagar,UTTAR PRADESH,9,2011_c,Green Zone,,,
167,Lalitpur,UTTAR PRADESH,9,2011_c,Green Zone,,,
157,Lucknow,UTTAR PRADESH,9,2011_c,Red Zone,,,
169,Mahoba,UTTAR PRADESH,9,2011_c,Green Zone,,,
187,Mahrajganj,UTTAR PRADESH,9,2011_c,Green Zone,,,
148,Mainpuri,UTTAR PRADESH,9,2011_c,Orange Zone,,,
145,Mathura,UTTAR PRADESH,9,2011_c,Red Zone,,,
192,Mau,UTTAR PRADESH,9,2011_c,Orange Zone,,,
138,Meerut,UTTAR PRADESH,9,2011_c,Red Zone,,,
199,Mirzapur,UTTAR PRADESH,9,2011_c,Orange Zone,,,
135,Moradabad,UTTAR PRADESH,9,2011_c,Red Zone,,,
133,Muzaffarnagar,UTTAR PRADESH,9,2011_c,Red Zone,,,
151,Pilibhit,UTTAR PRADESH,9,2011_c,Orange Zone,,,
173,Pratapgarh,UTTAR PRADESH,9,2011_c,Orange Zone,,,
175,Prayagraj,UTTAR PRADESH,9,2011_c,Orange Zone,,,
158,Rae Bareli,UTTAR PRADESH,9,2011_c,Red Zone,,,
136,Rampur,UTTAR PRADESH,9,2011_c,Red Zone,,,
132,Saharanpur,UTTAR PRADESH,9,2011_c,Red Zone,,,
754,Sambhal,UTTAR PRADESH,9,2011_c,Orange Zone,,,
186,Sant Kabir Nagar,UTTAR PRADESH,9,2011_c,Red Zone,,,
152,Shahjahanpur,UTTAR PRADESH,9,2011_c,Green Zone,,,
704,Shamli,UTTAR PRADESH,9,update2014,Orange Zone,,,
181,Shrawasti,UTTAR PRADESH,9,2011_c,Orange Zone,,,
184,Siddharthnagar,UTTAR PRADESH,9,2011_c,Green Zone,,,
154,Sitapur,UTTAR PRADESH,9,2011_c,Orange Zone,,,
200,Sonbhadra,UTTAR PRADESH,9,2011_c,Green Zone,,,
179,Sultanpur,UTTAR PRADESH,9,2011_c,Orange Zone,,,
156,Unnao,UTTAR PRADESH,9,2011_c,Orange Zone,,,
197,Varanasi,UTTAR PRADESH,9,2011_c,Red Zone,,,
64,Almora,UTTARAKHAND,5,2011_c,Green Zone,,,
63,Bageshwar,UTTARAKHAND,5,2011_c,Green Zone,,,
57,Chamoli,UTTARAKHAND,5,2011_c,Green Zone,,,
65,Champawat,UTTARAKHAND,5,2011_c,Green Zone,,,
60,Dehradun,UTTARAKHAND,5,2011_c,Orange Zone,,,
61,Garhwal,UTTARAKHAND,5,2011_c,Red Zone,,,
68,Hardwar,UTTARAKHAND,5,2011_c,Orange Zone,,,
66,Nainital,UTTARAKHAND,5,2011_c,Green Zone,,,
62,Pithoragarh,UTTARAKHAND,5,2011_c,Green Zone,,,
58,Rudraprayag,UTTARAKHAND,5,2011_c,Green Zone,,,
59,Tehri Garhwal,UTTARAKHAND,5,2011_c,Green Zone,,,
67,Udham Singh Nagar,UTTARAKHAND,5,2011_c,Green Zone,,,
56,Uttarkashi,UTTARAKHAND,5,2011_c,Green Zone,,,
774,Alipurduar,WEST BENGAL,19,2014_c,Green Zone,,,
339,Bankura,WEST BENGAL,19,2011_c,Green Zone,,,
334,Birbhum,WEST BENGAL,19,2011_c,Green Zone,,,
329,Cooch Behar,WEST BENGAL,19,2011_c,Green Zone,,,
331,Dakshin Dinajpur,WEST BENGAL,19,2011_c,Green Zone,,,
327,Darjeeling,WEST BENGAL,19,2011_c,Red Zone,,,
338,Hooghly,WEST BENGAL,19,2011_c,Orange Zone,,,
341,Howrah,WEST BENGAL,19,2011_c,Red Zone,,,
328,Jalpaiguri,WEST BENGAL,19,2011_c,Red Zone,,,
776,Jhargram,WEST BENGAL,19,2017_c,Green Zone ,,,
775,Kalimpong,WEST BENGAL,19,2017_c,Red Zone,,,
342,Kolkata,WEST BENGAL,19,2011_c,Red Zone,,,
332,Maldah,WEST BENGAL,19,2011_c,Red Zone,,,
344,Medinipur West,WEST BENGAL,19,2011_c,Red Zone,,,
333,Murshidabad,WEST BENGAL,19,2011_c,Red Zone,,,
336,Nadia,WEST BENGAL,19,2011_c,Orange Zone,,,
337,North 24 Parganas,WEST BENGAL,19,2011_c,Orange Zone,,,
777,Paschim Bardhaman,WEST BENGAL,19,2017_c,Red Zone,,,
335,Purba Bardhaman,WEST BENGAL,19,2011_c,Orange Zone,,,
345,Purba Medinipur,WEST BENGAL,19,2011_c,Orange Zone,,,
340,Puruliya,WEST BENGAL,19,2011_c,Green Zone,,,
343,South 24 Parganas,WEST BENGAL,19,2011_c,Red Zone,,,
330,Uttar Dinajpur,WEST BENGAL,19,2011_c,Green Zone,,,
